PID,PROLIFIC_PID,title,organisation,description,years,experience,division,ONET,ONET_13_text,ONET_14_text,ONET_15_text,TaskRank_1,TaskRank_2,TaskRank_3,TaskRank_4,TaskRank_5,TaskRank_6,TaskRank_7,TaskRank_8,TaskRank_9,TaskRank_10,TaskRank_11,TaskRank_12,TaskRank_13,TaskRank_14,TaskRank_15,NumberHours_1,NumberHours_2,NumberHours_3,NumberHours_4,NumberHours_5,NumberHours_6,NumberHours_7,NumberHours_8,NumberHours_9,NumberHours_10,NumberHours_11,NumberHours_12,NumberHours_13,NumberHours_14,NumberHours_15,TaskPhysical_1,TaskPhysical_2,TaskPhysical_3,TaskPhysical_4,TaskPhysical_5,TaskPhysical_6,TaskPhysical_7,TaskPhysical_8,TaskPhysical_9,TaskPhysical_10,TaskPhysical_11,TaskPhysical_12,TaskPhysical_13,TaskPhysical_14,TaskPhysical_15,TaskSocial_1,TaskSocial_2,TaskSocial_3,TaskSocial_4,TaskSocial_5,TaskSocial_6,TaskSocial_7,TaskSocial_8,TaskSocial_9,TaskSocial_10,TaskSocial_11,TaskSocial_12,TaskSocial_13,TaskSocial_14,TaskSocial_15,pilot1_1,pilot1_2,pilot1_3,pilot2,TaskOpen_1,RobotSelect_1,RobotTune_1_1,RobotTune_1_2,RobotTune_1_3,RobotTune_1_4,RobotTune_1_5,RobotTune_1_6,RobotTune_1_7,RobotTune_1_8,RobotTune_1_9,RobotTune_1_10,RobotTune_1_11,RobotTune_1_12,RobotTune_1_13,RobotTune_1_14,RobotTune_1_15,RobotTune_1_16,RobotTune_1_17,TaskOpen_2,RobotSelect_2,RobotTune_2_1,RobotTune_2_2,RobotTune_2_3,RobotTune_2_4,RobotTune_2_5,RobotTune_2_6,RobotTune_2_7,RobotTune_2_8,RobotTune_2_9,RobotTune_2_10,RobotTune_2_11,RobotTune_2_12,RobotTune_2_13,RobotTune_2_14,RobotTune_2_15,RobotTune_2_16,RobotTune_2_17,TaskOpen_3,RobotSelect_3,RobotTune_3_1,RobotTune_3_2,RobotTune_3_3,RobotTune_3_4,RobotTune_3_5,RobotTune_3_6,RobotTune_3_7,RobotTune_3_8,RobotTune_3_9,RobotTune_3_10,RobotTune_3_11,RobotTune_3_12,RobotTune_3_13,RobotTune_3_14,RobotTune_3_15,RobotTune_3_16,RobotTune_3_17,TaskOpen_4,RobotSelect_4,RobotTune_4_1,RobotTune_4_2,RobotTune_4_3,RobotTune_4_4,RobotTune_4_5,RobotTune_4_6,RobotTune_4_7,RobotTune_4_8,RobotTune_4_9,RobotTune_4_10,RobotTune_4_11,RobotTune_4_12,RobotTune_4_13,RobotTune_4_14,RobotTune_4_15,RobotTune_4_16,RobotTune_4_17,TaskOpen_5,RobotSelect_5,RobotTune_5_1,RobotTune_5_2,RobotTune_5_3,RobotTune_5_4,RobotTune_5_5,RobotTune_5_6,RobotTune_5_7,RobotTune_5_8,RobotTune_5_9,RobotTune_5_10,RobotTune_5_11,RobotTune_5_12,RobotTune_5_13,RobotTune_5_14,RobotTune_5_15,RobotTune_5_16,RobotTune_5_17,TaskOpen_6,RobotSelect_6,RobotTune_6_1,RobotTune_6_2,RobotTune_6_3,RobotTune_6_4,RobotTune_6_5,RobotTune_6_6,RobotTune_6_7,RobotTune_6_8,RobotTune_6_9,RobotTune_6_10,RobotTune_6_11,RobotTune_6_12,RobotTune_6_13,RobotTune_6_14,RobotTune_6_15,RobotTune_6_16,RobotTune_6_17,TaskOpen_7,RobotSelect_7,RobotTune_7_1,RobotTune_7_2,RobotTune_7_3,RobotTune_7_4,RobotTune_7_5,RobotTune_7_6,RobotTune_7_7,RobotTune_7_8,RobotTune_7_9,RobotTune_7_10,RobotTune_7_11,RobotTune_7_12,RobotTune_7_13,RobotTune_7_14,RobotTune_7_15,RobotTune_7_16,RobotTune_7_17,TaskOpen_8,RobotSelect_8,RobotTune_8_1,RobotTune_8_2,RobotTune_8_3,RobotTune_8_4,RobotTune_8_5,RobotTune_8_6,RobotTune_8_7,RobotTune_8_8,RobotTune_8_9,RobotTune_8_10,RobotTune_8_11,RobotTune_8_12,RobotTune_8_13,RobotTune_8_14,RobotTune_8_15,RobotTune_8_16,RobotTune_8_17,TaskOpen_9,RobotSelect_9,RobotTune_9_1,RobotTune_9_2,RobotTune_9_3,RobotTune_9_4,RobotTune_9_5,RobotTune_9_6,RobotTune_9_7,RobotTune_9_8,RobotTune_9_9,RobotTune_9_10,RobotTune_9_11,RobotTune_9_12,RobotTune_9_13,RobotTune_9_14,RobotTune_9_15,RobotTune_9_16,RobotTune_9_17,TaskOpen_10,RobotSelect_10,RobotTune_10_1,RobotTune_10_2,RobotTune_10_3,RobotTune_10_4,RobotTune_10_5,RobotTune_10_6,RobotTune_10_7,RobotTune_10_8,RobotTune_10_9,RobotTune_10_10,RobotTune_10_11,RobotTune_10_12,RobotTune_10_13,RobotTune_10_14,RobotTune_10_15,RobotTune_10_16,RobotTune_10_17,TaskOpen_11,RobotSelect_11,RobotTune_11_1,RobotTune_11_2,RobotTune_11_3,RobotTune_11_4,RobotTune_11_5,RobotTune_11_6,RobotTune_11_7,RobotTune_11_8,RobotTune_11_9,RobotTune_11_10,RobotTune_11_11,RobotTune_11_12,RobotTune_11_13,RobotTune_11_14,RobotTune_11_15,RobotTune_11_16,RobotTune_11_17,TaskOpen_12,RobotSelect_12,RobotTune_12_1,RobotTune_12_2,RobotTune_12_3,RobotTune_12_4,RobotTune_12_5,RobotTune_12_6,RobotTune_12_7,RobotTune_12_8,RobotTune_12_9,RobotTune_12_10,RobotTune_12_11,RobotTune_12_12,RobotTune_12_13,RobotTune_12_14,RobotTune_12_15,RobotTune_12_16,RobotTune_12_17,TaskOpen_13,RobotSelect_13,RobotTune_13_1,RobotTune_13_2,RobotTune_13_3,RobotTune_13_4,RobotTune_13_5,RobotTune_13_6,RobotTune_13_7,RobotTune_13_8,RobotTune_13_9,RobotTune_13_10,RobotTune_13_11,RobotTune_13_12,RobotTune_13_13,RobotTune_13_14,RobotTune_13_15,RobotTune_13_16,RobotTune_13_17,TaskOpen_14,RobotSelect_14,RobotTune_14_1,RobotTune_14_2,RobotTune_14_3,RobotTune_14_4,RobotTune_14_5,RobotTune_14_6,RobotTune_14_7,RobotTune_14_8,RobotTune_14_9,RobotTune_14_10,RobotTune_14_11,RobotTune_14_12,RobotTune_14_13,RobotTune_14_14,RobotTune_14_15,RobotTune_14_16,RobotTune_14_17,TaskOpen_15,RobotSelect_15,RobotTune_15_1,RobotTune_15_2,RobotTune_15_3,RobotTune_15_4,RobotTune_15_5,RobotTune_15_6,RobotTune_15_7,RobotTune_15_8,RobotTune_15_9,RobotTune_15_10,RobotTune_15_11,RobotTune_15_12,RobotTune_15_13,RobotTune_15_14,RobotTune_15_15,RobotTune_15_16,RobotTune_15_17,pilot3_1,pilot3_2,pilot3_3,pilot4,positive_before,positive_after,worried_before,worried_after,purpose,familiarisation_1,familiarisation_2,familiarisation_3,familiarisation_4,familiarisation_5,familiarisation_6
R_2GADNuLv7kixsKC,66ad1251a9e7631c19d03993,Customer Assistant,Morrisons,"I help customers with any problems or queries they might have. I stock shelves, I unload large deliveries, I process customer payments. I also work in customer cafe, cooking and serving fresh and hot food and drink. ",3,6,1,"6,7,9,10,11",,,,,,,,,1,4,,2,5,3,,,,,,,,,,10,30,,30,20,10,,,,,,,,,,80,62,,88,74,27,,,,,,,,,,25,51,,100,100,79,,,,,100,100,100,All questions have been easy to understand and answer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Planning tasks for the day and how much time should be allocated to each.,"3,7,8,13,16",,,20,,,,20,20,,,,,20,,,20,,Using different appliances when working in the customer cafe. Using tools in warehouse to unload deliveries. ,"1,3,5,8,15",20,,20,,20,,,20,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,"When working in a kitchen, delegating tasks and communicating what you are doing so the team can function well.
","5,7,10,16,17",,,,,20,,20,,,20,,,,,,20,20,When working in a team it is essential that all team members respect each other. Performing team building activities and conversing casually help develop such relationships.,"1,10,11,14,15",20,,,,,,,,,20,20,,,20,20,,,Training new employees on how to perform each task they will be expected to perform.,"2,5,8,10,17",,20,,,20,,,20,,20,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,86,Ask how much information you would like in certain open ended questions.,100,100,6,6,Which types of memory are important in different activities of work.,1,1,1,1,1,1
R_7rwbVvmEO37klGy,66746beea8d5a435519a22b8,machine operator,manufacturing,machine operator forklift truck operator ,7,9,1,"1,2,5,9,10",,,,1,2,,,3,,,,4,5,,,,,,40,30,,,30,,,,10,15,,,,,,69,65,,,70,,,,71,74,,,,,,78,70,,,86,,,,71,92,,,,,,86,82,87,great questionnaire,I often check the orders and specifications on how big or small to cut metals bundles ,"2,3,5,8,10",,20,25,,15,,,25,,15,,,,,,,,I check metal sheets to see if there's any white rust or bending in certain areas,"2,4,7,8,14",,25,,15,,,25,20,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I make the final decision when cutting metal I look at al the information and make my final cut,"2,5,8,13,17",,25,,,15,,,30,,,,,20,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I communicate with coworker to make sure everyone is on the same page and focused on the task at hand,"3,5,8,10,17",,,25,,25,,,10,,20,,,,,,,20,I try to maintain teamwork and coworker friendships to have a more efficient work performance ,"5,6,10,13,17",,,,,25,15,,,,15,,,20,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,84,90,great questionnaire no improvments needed ,77,83,22,20,How do I perform my job duties,2,1,1,3,3,1
R_2lXN7eLA5CWYXN4,6599643febd11bae8858cc8a,Station operative ,Trains,Station operative on the railway ,10,10,1,"1,5,6,7,9",,,,2,,,,4,3,5,,1,,,,,,,5,,,,10,5,5,,15,,,,,,,95,,,,40,20,40,,21,,,,,,,68,,,,41,0,20,,100,,,,,,,78,100,81,,"Asking questions, using technology, knowing where to find info","1,5,8,14,17",10,,,,20,,,30,,,,,,10,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unexpected changes in your day that need resolving. Dealing with difficult people,"8,10,11,15,17",,,,,,,,20,,20,5,,,,15,,40,"Being somewhere on time, doing tasks at a certain time","4,6,7,8,9",,,,30,,10,30,10,20,,,,,,,,,"Walking around all day, using station equipment ","3,7,13,14,16",,,5,,,,5,,,,,,10,50,,30,,,,,,,,,,,,,,,,,,,,,Talking throught the day to colleagues and customers ,"1,2,10,15,17",10,20,,,,,,,,5,,,,,5,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,81,69,,91,89,9,12,Working with ai ,2,1,1,1,1,3
R_1DTAsm4BnpXXinb,6504565eec25bba2c8be0704,Commercial Truck Driver,Transport N Service,"I drive a tractor-trailer from our headquarters in Ontario, Canada, delivering freight to all parts of the United States. When the trailer is empty I then pick up freight on my return trip to our headquarters. My specific company has about 80 drivers, but we are only one piece of a larger company. The broad field I work in is Transportation & Logistics. ",0,7,1,"1,5,6,8,9",,,,1,,,,4,2,,3,5,,,,,,,2,,,,2,2,,5,2,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,0,0,,0,100,,,,,,,89,100,100,"I made a mistake in choosing my important tasks. I actually do 7 of your listed tasks on a daily basis, but was only asked to pick 5. For example, I occasionally have to unload freight, but not as often as I have to do the other tasks I picked, which is pretty much daily. However my main task is driving. I spend probably 80% of my week doing that, and I should have listed that in the ""other"" category. I very much need to do the other 5 tasks in order to drive 80% of the time though. It's all part of the job. ","The first things I need to find out is ""where am I going"", ""how many deliveries do I have"" and ""when is my first delivery scheduled for""? ","1,4,5,6,10",10,,,10,50,20,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes in the course of driving problems will arise that disrupt my schedule such as traffic or bad weather. I might have to decide whether to pull over and shut down if safety becomes and issue. Parking a 70 foot long truck in a safe location is not always an easy thing to do. Sometimes I have to inform my dispatch and the customer that I have decided to delay delivery until the following day because of these reasons.,"7,8,11,13,17",,,,,,,50,20,,,10,,10,,,,10,"There is a lot of different things that I am required to do in my job. For example I must complete a daily inspection of my truck and trailer each day, and record my findings. Also there is a lot of paperwork i must deal with in regards to multiple Bills of Lading and customs invoices. If I am not organized in how i deal with these things, I can waste a lot of time. I have developed routines for how I handle each specific part of my day in order to minimize wasted time. The less time I spend doing my non-driving activities, the more time I can spend on actual driving, which is the only thing I get paid to do since I am compensated ""per mile"".","2,3,4,5,6",,10,60,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The primary way I receive information on how to do my job is through a tablet device. It is connected t-a satellite on my truck, and provides me real-time information on the pickups and deliveries I have to do. It also has a navigation function that will display ""truck friendly"" routes to get me to my destination safely.  I also communicate with the office using mobile phone and email, but these are less preferred methods. Another vital function this tablet does is it acts as an E-log for my daily activities. (ELD) The government has strict ""hours of service"" rules that restrict how many hours we can work or drive in a day. This used to be tracked using paper logs, but those could be ""manipulated"" by the driver. With an ELD this is no longer the case.","2,3,5,6,17",,20,10,,10,10,,,,,,,,,,,50,My communication comes down to two groups of people. My dispatchers back at headquarters who inform me via tablet (and to a lesser degree by phone or email) where or when I have to be somewhere. The second group are clients. Sometimes I have to call them 24 hours ahead of delivery to alert them. Other times I call them if I need specific instructions on how to go about delivering to their location. Of course there is also the face-to-face communication when I arrive at their location for delivery or pick up.,"5,6,10,15,17",,,,,10,10,,,,10,,,,,10,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,100,100,"I would have liked the ability to go back a page and correct the mistake I made. As it turned out, I don't think it impacted my data at all. Although driving comprises the majority of work time, it is the other stuff that largely requires the most mental effort, and ensures that I can concentrate entirely on being safe and undistracted behind the wheel.",20,40,33,85,If AI could potentially replace me in my job,1,1,1,1,1,1
R_6r9wR90gFbtIXkA,66708c3d9418ec5491c5483e,locomotive engineer,CNR,Safely and efficiently drive trains and associated cargo throughout western canada,6,6,1,"1,3,5,6,9",,,,4,,5,,1,3,,,2,,,,,,,20,,40,,20,20,,,30,,,,,,,19,,18,,40,20,,,49,,,,,,,75,,39,,60,33,,,100,,,,,,,100,100,100,none,Working in teams we are always passing information back and forth in the cab,"7,8,13,15,17",,,,,,,10,20,,,,,10,,10,,50,,,,,,,,,,,,,,,,,,,,"When receiving our daily lists, deciphering those and translating into a work slate","8,9,11,13,14",,,,,,,,20,20,,15,,20,25,,,,,,,,,,,,,,,,,,,,,,,"When arriving to work we are given ""lists"" which dictate the work to be done, past that its on us to decipher how to do that efficiently.","3,5,6,8,13",,,10,,15,20,,40,,,,,15,,,,,"Windows are tight for servicing customers, so we're always managing time","2,6,8,14,15",,15,,,,40,,20,,,,,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Constant communication is needed throughout the day to ensure safe operation of all movements,"10,12,15,16,17",,,,,,,,,,15,,15,,,15,10,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,none,91,90,11,10,Perceptions of work related tasks,2,1,3,3,1,1
R_6QMoSlKhXwH7san,663e783bcd1ddd00b1970565,Learning Ambassador,Amazon,"I train new employees and cross train current employees on how to pick items for customer orders. When I do not have people to train, I usually pick orders for customers myself. I work for Amazon, which is one of the largest global companies. Amazon.com is an online retailer, but also includes other subsidiaries such as AWS, Twitch and Whole Foods.",2,2,1,"2,7,8,10,11",,,,,3,,,,,1,4,,5,2,,,,,,36,,,,,30,36,,3,12,,,,,,0,,,,,100,17,,0,16,,,,,,0,,,,,0,0,,100,85,,,,,81,100,69,I don't have any feedback at this time.,,,,,,,,,,,,,,,,,,,,"I have to decide if an item is damaged when I pick it. Some items may have small damages on the outer box, but the contents might not be damaged or it may be a used item. If it is damaged, I have to report the item as damaged. ","1,3,7,8,10",15,,10,,,,15,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have to use my hands to pick the item from the pods, replace full totes and press the button to assign items to the tote. ","3,4,7,8,16",,,15,20,,,15,20,,,,,,,,30,,"When picking items, the specific item needed shows up on a computer screen. I also use a tablet to give trainees audits and record their answers.","3,4,5,6,10",,,30,10,15,5,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,"When training associates, I have to get to know them and make sure the trust me to give them the correct info. I also have to develop a relationship with my managers and process assistants. ","1,10,11,12,17",10,,,,,,,,,10,20,20,,,,,40,"When Amazon hires new associates, or decides to cross train associates, I have to teach them how to pick items for orders. I also have to read the safety training to them. I am always nearby if the need help or have any questions. ","2,7,10,12,17",,15,,,,,20,,,10,,10,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,100,90,The survey is pretty simple but I think splitting it up into numbered sections may make it seem like it isn't as long as it is. ,50,60,70,70,I would think it is about deciding what my job entails and how I perceive the importance of those tasks. ,1,1,3,1,1,3
R_7MLiX8spQp6CFer,663803a6a15f740762d9ac90,Warehouse Associate,Warehousing/Transport for an international snack foods company,"I unload inbounds, and stock the warehouse so we can build pallets to send out to stores.",1,1,1,"5,6,7,8,9",,,,,,,,5,2,1,4,3,,,,,,,,,,,4,10,10,6,10,,,,,,,,,,,19,0,100,18,18,,,,,,,,,,,41,42,78,28,100,,,,,,,100,100,100,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sometimes we have to figure other way to ship product, or having to condense pallets down, if the loads are too big to fit onto the trucks.","2,3,5,8,13",,20,10,,10,,,30,,,,,30,,,,,"Just planning out with the group what we will do, and in which order for the day.","2,4,7,8,14",,20,,20,,,10,40,,,,,,10,,,,"We constantly work with our hands when picking, and building pallets.","3,5,7,8,14",,,5,,30,,30,30,,,,,,5,,,,We have a computer that speaks to us through headphones to tell us what products to pick to throw onto the conveyer belt.,"2,3,5,14,15",,30,30,,20,,,,,,,,,10,10,,,"Working together to get certain jobs done. (choosing starting points for filling the warehouse, or who will unload the truck, and who will put it away.)","1,2,4,5,17",10,20,,20,10,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,none,83,83,0,0,Just what tasks we perform at work. Really breaking it down into each component was unexpected. ,2,1,1,3,1,1
R_7Lby9aaFVe1FUGG,6686a0790b4fd104eb658e44,Warehouse Order Selector,Loblwas,"I operate a triple pallet jack, and with a headset giving me commands, I drive through the warehouse to different locations and pick the required cases, building a pallet as I go. When the pallet is full, the order is completed and I shrink-wrap the pallet to be shipped out to a grocery store. I work for Loblaws Ajax Distribution Center, more broadly in the logistics and transportation field. ",7,7,1,"2,6,7,9,13",organize product,,,,5,,,,2,1,,4,,,,3,,,,40,,,,40,40,,40,,,,40,,,,5,,,,5,100,,5,,,,80,,,,2,,,,2,3,,100,,,,4,,,93,90,80,,,,,,,,,,,,,,,,,,,,,"Some of the product I come across can be expired, rotten, or damaged. I have to judge the quality of the product before I add it to my pallet.","1,5,8,10,11",10,,,,15,,,15,,50,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My job is timed, meaning every order I do is on the clock. The quicker I do orders, the higher a total number I finish the shift with, and the more I get paid. Conversely,  if I go too slow, I will make less money. Therefore I have to be super wise with my time, and organize it properly  while doing my entire job.","1,2,3,4,6",30,25,30,5,,10,,,,,,,,,,,,I work with my hands all day. I physically bend over and grab the products and walk over and place them onto my pallets.,"3,10,13,15,16",,,30,,,,,,,20,,,5,,5,40,,,,,,,,,,,,,,,,,,,,,"I am not the only warehouse selector on the floor, there are plenty others, as well as people in different roles, such as forklift drivers and truck loaders. We have to communicate efficiently on the floor so as to not cause any accidents while operating our machinery.","7,11,15,16,17",,,,,,,10,,,,20,,,,10,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I build pallets of product all shift. If I organize the product in such a way that it tips over, I risk spilling the product and messing up my order. I have to properly organize my products so that I can move quickly but also safely.","2,5,10,13,16",,25,,,25,,,,,30,,,10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,90,80,,40,30,72,72,I would think the purpose was about finding out data about our jobs to make the robots that much better at replacing workers,1,1,1,1,1,1
R_5OyMkCgQ8fACPHH,60188c50141a9415c30301e0,mailman,Canada Post,"I am a mailman for Canada Post, part of the shipping and distribution industry",17,17,1,"1,5,6,7,9",,,,5,,,,4,1,2,,3,,,,,,,1,,,,1,4,5,,1,,,,,,,4,,,,3,27,71,,4,,,,,,,37,,,,10,1,39,,92,,,,,,,100,100,71,i have no feedback so far,Very basic function of my job:  what do I need to do that day?  How to do it?  Are there any potnetial issues?,"1,4,5,10,17",10,,,20,25,,,,,30,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have to make decisions about planning my route for the day and dealing with potential hazards on the street (stray dogs, construction, customer complaints)","1,4,11,14,15",30,,,5,,,,,,,15,,,10,40,,,We have much flexibility when it comes to the delivery of mail and parcels.  Much of my morning is used to determine the most efficient route of delivery based on mail volumes for that day.,"1,5,8,9,10",10,,,,10,,,70,5,5,,,,,,,,"While my job doesn't require too many tools (sometimes a dolly to carry packages) or much manual labour we do lots of physical work carrying and moving packages around, in and out of trucks, up and down stairs.","3,8,9,10,15",,,20,,,,,30,30,10,,,,,10,,,,,,,,,,,,,,,,,,,,,,From time to time I need to interact with customers for delivery of packages.  Other times I talk to them to be socialable.,"1,6,7,11,12",10,,,,,15,5,,,,60,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99,99,It is well thought out with an easy step by step process,58,69,50,31,How to design my job as an automated process.  How difficult or easy it would be?,2,1,1,1,1,1
R_5FUHHCRZFwgilWr,664ebfd573450db2596c40a8,Warehouse associate,Shipping and Receiving ,I unload products off of trucks with a forklift or by hand. Then I store them on shelves in the warehouse.,3,8,1,"2,4,5,7,9",,,,,3,,5,2,,1,,4,,,,,,,,5,,5,5,,5,,5,,,,,,,,19,,0,0,,100,,0,,,,,,,,50,,61,61,,41,,100,,,,,,,100,100,100,It is professional,,,,,,,,,,,,,,,,,,,,You examine the entire product for defaults or damage,"2,3,7,8,14",,20,20,,,,20,20,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,You need to be innovative and creative,"2,3,7,8,14",,20,20,,,,20,20,,,,,,20,,,,When you decide a product is good and want to find a place to store the item,"2,3,7,8,14",,20,20,,,,20,20,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,Unloading products and storing them securely,"6,7,8,14,16",,,,,,20,20,20,,,,,,20,,20,,,,,,,,,,,,,,,,,,,,,Have verbal interactions with coworkers to find the best solution to problems,"10,11,12,15,17",,,,,,,,,,20,20,10,,,20,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,,51,69,50,51,How you accomplish tasks within your employment and the types of methods you use,2,1,1,1,1,1
R_8Ow9h2RRH4fEklv,600f46f6c513db11698a960d,Joiner,Property Development Company,"We renovate properties, and carry out the majority of the work ourselves",9,9,2,"2,5,7,9,11",,,,,5,,,1,,4,,2,,3,,,,,,3,,,20,,20,,2,,5,,,,,,10,,,10,,100,,10,,20,,,,,,100,,,50,,0,,100,,100,,,,,100,100,90,,,,,,,,,,,,,,,,,,,,,How something will stand up to the task,"1,2,9,13,15",30,20,,,,,,,10,,,,10,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Making the decision of how to proceed in solving the issues that crop up ,"3,4,7,8,11",,,10,10,,,20,40,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,"Using power tools, hand tools the actual physical use of them in relation to the task at hand","4,5,7,8,9",,,,20,20,,10,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Explaining things to others so they understand what is being asked of them or what they need to do,"6,7,11,13,17",,,,,,5,5,,,,5,,5,,,,80,,,,,,,,,,,,,,,,,,,,Tasking others to do tasks or training people on how to do things.,"3,7,11,15,17",,,10,,,,10,,,,10,,,,10,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,,29,50,70,50,Cognitive behaviour at work,2,2,1,1,1,1
R_8OI5RShMA8viZUO,6616fb992e894124c444e560,Plumber,Local Council,My job is to install and maintain plumbing systems in council buildings. ,6,16,2,"1,2,5,6,7",,,,4,5,,,3,2,1,,,,,,,,,2,2,,,8,8,30,,,,,,,,,0,7,,,7,6,100,,,,,,,,,60,0,,,40,54,14,,,,,,,,,100,82,92,Nice and clear.,I need to refer to many regulation to ensure I'm not breaking them.,"2,5,6,10,14",,40,,,30,15,,,,10,,,,5,,,,"I have to decide if fittings, pipe and appliances are suitable for the building.","1,2,10,14,15",15,10,,,,,,,,40,,,,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I decide which route will be easier and most effective for me to install my pipework.,"2,5,10,13,14",,10,,,15,,,,,15,,,20,40,,,,Making sure the different trades do their work in the correct order with good timing.,"1,2,4,8,10",10,15,,15,,,,50,,10,,,,,,,,Installing new pipework.,"3,9,13,14,15",,,30,,,,,,15,,,,15,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,64,56,It was longer than expected but quite simple and easy.,68,77,31,26,Maybe whether my job could be performed by AI.,1,1,1,1,1,1
